0	1
gene=folP1_1	K13941
gene=epsF_4	K02455
gene=ctaB	K02257
gene=pyrD	K00254
gene=pseI	K15898
gene=ibpA_1	K04080
gene=acyI	K00681
gene=rlmG	K11391
gene=lytR	K08083
gene=prfB_2	K02836
gene=cysO_1	K03636
gene=xlnD_2	K20940
gene=ykkD_1	K18925
gene=eglA	K01179
gene=nrdD	K21636
gene=coaD	K00954
gene=sigE_13	K03088
gene=prpC	K01659
gene=lpdA_1	K00382
protein=Putative	K00123
gene=tdh_3	K00060
gene=pykA	K00873
gene=rlmK	K06969
gene=amaB_6	K06016
gene=gltI	K10001
protein=Putative	K00123
gene=tufA	K02358
gene=mcpB_8	K03406
gene=puuR	K14056
gene=rpsR_2	K02963
gene=psbC_3	K02705
protein=Aldehyde	K14331
gene=pucD	K13482
gene=glpK_2	K00864
gene=narZ	K00370
gene=divIC_1	K13052
gene=chaB	K06197
gene=xylH	K10544
gene=korA_1	K00174
protein=Thioredoxin	K03671
protein=Cytochrome	K17483
gene=tsaD_2	K25706
gene=ycdF_3	K00059
gene=psbD1	K02706
gene=kdc	K21431
gene=narI	K00374
gene=sigC	K03088
gene=acuC_3	K11418
gene=lgoR_2	K23015
gene=yccA	K19416
gene=ycjO_3	K02025
gene=fliT	K02423
protein=Cytochrome	K17483
gene=strH_1	K12373
gene=rbsD_1	K06726
gene=lipA_1	K03644
gene=gatB_5	K02774
gene=yagE_2	K01714
gene=tetC_1	K16137
gene=arcC1_2	K00926
gene=casD	K19125
gene=slyD	K03775
gene=ysdC_4	K18530
gene=petF_1	K02639
protein=Putative	K00123
gene=mlaC	K07323
gene=ftsH_4	K03798
gene=yeeO_1	K26937
gene=hydA_3	K00176
gene=pgtB	K08475
gene=ygbN_1	K03299
gene=tuf_3	K02358
gene=nikE_2	K10824
gene=dlgD	K08092
gene=uvrY_1	K07689
gene=hndC	K00124
gene=trxA_2	K03671
gene=menA_6	K02548
gene=dctA_2	K11103
gene=edd	K01690
gene=dcuA	K07791
gene=rbsC_33	K02057
gene=ybdZ	K05375
gene=yfcE	K07095
gene=degU_7	K03413
gene=ilvX	K01652
protein=Putative	K00123
gene=pldB_1	K01048
gene=epmA_1	K04568
gene=sugA_5	K10237
gene=bacE_2	K07785
gene=acpA_1	K02078
gene=qcrC	K03889
gene=guaD	K01487
gene=cheB_4	K03412
gene=tagD_1	K00980
gene=dehH2_2	K01560
gene=bamA	K07277
gene=ugpA_5	K17316
gene=hokB_5	K18920
gene=rtcB_3	K18148
gene=frr	K02838
gene=ldrD_3	K18862
gene=mltC_2	K08306
gene=rlmI_4	K06969
gene=panD	K01579
gene=acuR_2	K16137
gene=phnK	K05781
gene=ydgH	K06994
gene=yecN	K07136
gene=iga	K08643
gene=tcyN_3	K10010
gene=kfoC	K16564
gene=sigB	K03087
gene=cdsA_2	K00981
gene=maeA	K00029
gene=glbO_1	K06886
gene=ctaE_1	K02276
gene=pnbA_3	K03929
gene=hyaA	K06282
gene=metH_2	K00548
gene=phnA_3	K01657
gene=satP	K07034
protein=Putative	K00123
protein=putative	K12425
gene=lacF_15	K25677
gene=meh	K18291
gene=sspI	K06426
gene=thiO_1	K03153
gene=ybaL_1	K26735
gene=pcm_1	K00573
gene=rbfA	K02834
gene=trmL_3	K03216
gene=cobM_1	K05936
gene=lacY_4	K02532
gene=cheW_6	K03408
gene=yhdG_4	K16238
gene=tyrR	K03721
gene=hpcH_1	K02510
gene=ftsZ_2	K03531
gene=paaA	K02609
gene=rpsC_1	K02982
gene=aaxB	K02626
gene=tatA_3	K03116
gene=walK_2	K07652
gene=yhdG	K16238
gene=ureE1	K03187
gene=mazE4	K26984
gene=maeA_1	K00027
gene=whiB4	K18955
gene=ddlA	K01921
gene=yqjF_3	K15977
gene=accB_3	K02160
gene=bphF	K02510
gene=yeiP	K02356
gene=ybjG_2	K19302
protein=Cyclic	K10716
gene=cydD_2	K16013
gene=soxA_8	K22086
gene=fieF_2	K13283
gene=fixX_2	K03855
gene=apaH_1	K07313
gene=glyA_1	K00600
gene=tabA_5	K19334
gene=ftnA_1	K02217
gene=spmA_1	K06373
gene=rnt	K03683
gene=vgrG1_10	K11904
gene=rfbE_1	K12454
gene=psaB	K21218
gene=dgt	K01129
gene=mglA_8	K10441
gene=araD_1	K03077
gene=nadX_3	K06989
gene=ppsA	K01007
gene=yneB_7	K07450
gene=yafP	K03830
gene=ohrB_1	K04063
gene=araQ_38	K25672
gene=araP_3	K02025
gene=chvE	K10546
gene=galE_2	K06118
gene=sqhC	K18115
gene=gpFI	K06907
gene=pdxJ	K03474
gene=citE_3	K01644
gene=clcA_2	K03281
gene=mca_3	K18455
gene=sspD	K06421
gene=eltP_3	K10227
gene=mdtA_6	K21135
gene=psbN_1	K02715
gene=yfiH_2	K05810
gene=moaA2	K20967
gene=hisZ	K02502
gene=yodJ_2	K07260
gene=blaZ_2	K18766
protein=putative	K12425
gene=agp_2	K01085
gene=cysS	K01883
gene=sipT_1	K03100
gene=dacA_3	K07258
gene=murD_1	K01925
gene=sfsA_2	K06206
gene=lacC_5	K00917
gene=rimM	K02860
gene=kaiB_3	K08481
gene=sbpA_3	K23163
gene=ftsK_1	K03466
gene=folP_3	K18824
gene=clpP1_3	K01358
gene=yfmC_4	K25034
gene=rhtB	K05834
gene=ndhC_1	K00330
gene=murA1_1	K00790
protein=putative	K12425
gene=cobS	K09882
gene=grsB_8	K15667
gene=pox5_2	K00158
gene=livF_20	K01996
gene=resE_6	K11328
gene=frwD_1	K02769
gene=mltD_5	K08307
protein=Pivalyl-CoA	K01849
gene=apaH_2	K07313
gene=chp	K14202
gene=dsbA_2	K03673
gene=prmC_2	K02493
gene=rimM_2	K02860
gene=ecfT_2	K16785
gene=mhqP	K15977
gene=pelE_2	K01728
gene=tfoX	K07343
gene=ydcP	K08303
gene=kshA_7	K14938
gene=sodC_3	K04565
gene=cmlA	K19271
gene=pld1_3	K00064
gene=pfeS_2	K19609
protein=Ribonuclease	K07577
gene=emrB_7	K03446
gene=folK_1	K00950
gene=purB_3	K01756
gene=metE_2	K00549
gene=bglF_16	K02757
gene=frlD	K10710
gene=ygfZ	K06980
gene=lagD_1	K06992
gene=tamB_1	K09800
gene=hacB	K01704
gene=phnE	K02042
gene=rpfC_2	K20971
gene=rbsK_5	K00852
gene=pimB_7	K16703
gene=cls_2	K06131
gene=rpfD	K21690
gene=eccA2	K27084
gene=galM	K01785
gene=tsr_6	K03406
gene=katE	K03781
gene=estD	K06889
protein=Renalase	K18208
gene=araQ_1	K10234
gene=cbiO_2	K11962
gene=csn	K01233
gene=cmpD_6	K02049
gene=blaSE	K04775
gene=mtnC	K09880
gene=cdh_2	K01521
gene=pigC	K01007
gene=ibpB_2	K04081
gene=mtnN_4	K01243
gene=tgs3_1	K00635
gene=helD	K03658
gene=hypF	K04656
gene=pstS_3	K02040
gene=emrB_5	K03446
gene=cdd_2	K01489
protein=Sporulation	K06437
gene=vapB_3	K18829
gene=fabR	K22105
gene=accA	K01962
gene=kinB_1	K11527
gene=fumA	K01676
gene=yxdL_9	K11635
gene=nodD2_4	K18297
gene=oat2_2	K00620
gene=cheR2_2	K00575
gene=moeA1_1	K03750
gene=rpmH_1	K02914
gene=acsE	K00548
gene=bsn_2	K07004
gene=Dml_2	K03417
gene=tdcF_1	K09022
gene=mucA	K03597
gene=opuE	K03307
gene=mdxE_1	K15770
gene=sspB_1	K03600
gene=cobC	K02226
gene=ypdA_2	K07704
gene=ttcA_1	K14168
gene=asrC_3	K21816
gene=malP_1	K02750
protein=Outer	K06142
gene=rpe_4	K01783
gene=arsA_3	K01551
gene=xsa_2	K15921
gene=sirC_2	K24866
gene=fumC	K01679
gene=nboR_2	K07141
gene=gndA_1	K00033
gene=cusS_4	K11520
gene=gabR_4	K00375
gene=ppiB_2	K01802
gene=rocD2_2	K00819
gene=amdA_1	K01455
gene=yicI	K01811
protein=Ribonuclease	K07577
gene=blc	K03098
gene=moaB_2	K03638
gene=sat	K00958
gene=argT_8	K10022
gene=rsbV_3	K04749
gene=relJ	K19159
gene=dacB_3	K07258
gene=ycf3_7	K10407
gene=srpC_1	K18300
gene=nadC_1	K00767
gene=ycjP_10	K02026
gene=suhB	K01092
protein=Cyclic	K10716
gene=entD_1	K02362
gene=gsiC_9	K02033
gene=ecfA1_1	K16786
gene=btuE	K00432
gene=hsaA_3	K16047
gene=smc_7	K03529
gene=phnJ_2	K06163
gene=ssb_5	K03111
gene=moaA2_1	K03639
gene=mmsB_1	K18121
gene=kshB	K15983
gene=crh_1	K02784
gene=cspE	K03704
gene=uup	K15738
gene=pyrB_2	K00609
protein=Thermophilic	K01177
gene=ubiF_3	K03184
gene=sppA_3	K04773
gene=mgtB	K01531
gene=glcB	K01638
gene=mhbM	K22270
gene=ihfA_1	K04764
gene=lgoD_2	K23007
gene=rplP	K02878
gene=mepM	K19304
gene=thiH_2	K03150
gene=yjiB	K23138
gene=mscK_2	K05802
gene=oppB	K15581
gene=citN_8	K03300
gene=fucI_2	K01818
gene=aroF	K01626
gene=fadJ_4	K07516
gene=ythA_2	K00425
gene=ywaD	K09612
gene=flaA_1	K02406
gene=tctD	K07774
gene=abo_7	K00315
gene=rsbP	K07315
gene=pox5	K00158
gene=tcaR_1	K21454
gene=fpg1_2	K10563
gene=fabB_1	K00647
gene=yjoB_2	K08900
gene=dap4_5	K01278
protein=Putative	K00123
gene=glpF_2	K02440
gene=mrpE_1	K05569
protein=putative	K12425
gene=yeaP	K13069
gene=tpm	K00569
gene=naiP_5	K08369
gene=gspK	K18676
gene=astD_1	K06447
gene=dxr	K00099
gene=cheA_2	K03407
gene=eccE2	K27088
gene=yqfL_2	K09773
gene=griH	K11646
gene=tgs1_2	K00635
protein=putative	K12425
gene=rpsN2	K02954
gene=ppiA_1	K03767
gene=lolD_3	K09810
gene=penA_2	K05515
gene=ompX_1	K11934
gene=ackA_1	K00925
gene=ybgC_2	K07107
gene=pqsA	K18000
gene=oppF_7	K02032
gene=cysP	K02048
protein=Acetyltransferase	K09181
gene=qorA_4	K00344
gene=metN_3	K02071
gene=ppsC_1	K00344
gene=lexA_5	K01356
gene=pntB	K00325
gene=rbsC_28	K10440
protein=L-Ala-D/L-Glu	K19802
gene=pepF1	K08602
gene=ssuC_8	K15552
gene=phoA_2	K01077
gene=nasD_1	K00362
gene=nupX_3	K03317
gene=pilT	K02669
gene=hycD_2	K15829
gene=ate	K21420
gene=gcvP_3	K00281
gene=kaiA	K08480
gene=petF_3	K02639
gene=rpoE	K03088
gene=spoVK_1	K06413
gene=aroQ1_2	K03786
gene=pcd	K01432
gene=occP_2	K02028
protein=putative	K12425
gene=yhjE_7	K08172
gene=fruA_8	K02770
gene=syd	K15723
gene=potD_3	K02055
gene=nuoL_4	K05577
gene=minD_1	K02282
gene=sacA_1	K01193
protein=CutC-like	K06201
gene=cstA_3	K06200
gene=purS	K23264
gene=panB_1	K00606
gene=lysX	K04567
gene=cwlA_2	K01447
gene=hisI	K01496
gene=pacS	K01533
gene=ansB_1	K01424
gene=rssA_2	K02484
gene=yiaD_1	K02557
gene=folP2	K00796
gene=cobQ_1	K02232
gene=mglC	K10541
gene=pamO	K18277
gene=egtB_3	K18912
gene=celV	K01179
gene=speB	K01480
gene=fepC	K02013
gene=yusV_8	K23184
gene=glyA	K00600
gene=lpxK_1	K00912
gene=secB	K03071
gene=pheP	K11732
gene=xerC	K03733
gene=putB_1	K00318
gene=nusG_1	K02601
gene=panE_1	K00077
protein=Outer	K06142
protein=Alkyl	K24126
gene=gbsA	K00130
gene=opuCA_3	K05833
gene=yclM	K00928
gene=frmR_3	K23240
gene=esxN_1	K14956
gene=rplB_2	K02886
gene=ybdH_2	K08317
protein=Small,	K06418
gene=ptrB	K01354
gene=ugpC_5	K10112
gene=ldrD_8	K18862
gene=acxC	K10856
gene=hisC	K00817
gene=norR	K12266
gene=uspA_2	K06149
gene=ddpF_1	K02032
gene=idhA	K00010
gene=afsR_18	K22894
gene=cstA_2	K06200
gene=bssS	K12148
gene=pigE_2	K09251
gene=tsaR	K14057
gene=gntT_4	K03299
gene=nemR	K16137
gene=cbtA_5	K18837
gene=dmsA_4	K07812
gene=mboIR	K01155
gene=alr1_2	K01775
gene=rsfA_2	K06314
gene=accD5_4	K27093
gene=mleS	K22212
gene=mdtC_4	K07789
gene=nqo2	K03943
gene=yihU	K08318
gene=araQ_42	K02026
gene=comP_1	K07680
gene=dprA_1	K04096
gene=zwf_4	K00036
gene=traG_2	K03205
gene=rnhA	K03469
gene=rpsI	K02996
gene=uvrD2_2	K03657
gene=gltA	K22083
gene=ydiF	K19709
gene=rsmB_1	K03500
gene=ruvA_1	K03550
gene=mcpB_5	K03406
gene=mtcA2	K01673
gene=lgrD_7	K04792
gene=embR_2	K22894
gene=pgiB	K01810
gene=scrK	K00847
gene=nadK_1	K00858
gene=rplW	K02892
gene=fdhD	K02379
gene=spo0A_2	K07719
gene=fadL	K06076
gene=ybeY_1	K07042
gene=fadN	K07516
gene=pykF	K00873
gene=nupX_1	K03317
gene=ctaD_4	K02274
gene=lcfB_18	K00666
gene=frmB_2	K03930
gene=dctA2_1	K11103
gene=genK_2	K05548
gene=ptrA_2	K01407
protein=N-acetylmuramoyl-L-alanine	K01448
gene=gadW_1	K21906
gene=ctpA_2	K17686
gene=livF_27	K01996
gene=fcl	K02377
gene=ytfQ_3	K10439
gene=thiD	K00941
gene=malK_5	K10111
gene=porB_2	K00170
gene=ant1_4	K19279
gene=hybG_2	K04653
gene=fccB_2	K17218
gene=cobB_2	K12410
gene=doeA_4	K01271
gene=ftsZ	K03531
protein=Putative	K00123
gene=lcdH	K17735
gene=rfbX_3	K03328
gene=crtL_2	K06443
gene=msbA_6	K06148
protein=Bifunctional	K10717
gene=ribX_4	K02050
gene=cspC	K03704
gene=ubiH	K03185
gene=rhlB_2	K03732
gene=thiE	K00788
gene=plsX	K03621
gene=ybhF_2	K01990
gene=oppA_1	K15580
gene=ysdC_2	K01269
gene=sepF_2	K09772
gene=yneB_13	K07450
gene=ugpB_5	K05813
gene=yvbW	K03293
gene=phnC_3	K02041
gene=ydjF_1	K03969
gene=hsaB	K16048
gene=dmsD_4	K23349
gene=patB_5	K14155
gene=adiC_3	K03759
gene=rarA	K07478
gene=pchR_4	K12243
gene=csbC_6	K08139
gene=thpR_1	K01975
gene=aam_1	K02433
gene=pta_1	K00625
gene=citD	K01646
gene=celD_2	K02759
gene=msrR_1	K01005
gene=fla	K02397
protein=Putative	K00123
gene=ripB_4	K21474
protein=Actin-binding	K10380
gene=epsM_3	K19429
gene=arsR2_3	K03892
gene=relB	K18918
gene=sipV_4	K03100
gene=tilS	K04075
gene=ruvB	K03551
gene=hpaC_2	K00484
gene=sigK	K03088
protein=3',5'-cyclic-nucleotide	K07097
gene=apc3_2	K01469
gene=cysA_1	K02010
gene=uctC_1	K18703
gene=cmoA_2	K15256
gene=tagH	K09691
gene=phaE_2	K22881
gene=opuAA_1	K02000
protein=putative	K12425
gene=citF_2	K01643
gene=ggpS	K03692
gene=sacX_1	K02810
gene=galK_4	K01597
gene=kaiC_5	K08482
gene=cdhR_14	K17736
gene=spkF_4	K14963
gene=yciC_3	K02234
gene=pnbA_1	K03929
gene=potH_2	K02054
gene=gerBC_4	K06297
gene=pstS_5	K02040
gene=rbn_1	K06167
gene=graS_2	K19081
gene=dacA_5	K07258
gene=apc3_5	K01473
protein=Small,	K06418
gene=rayT_6	K07491
gene=cycY	K02199
gene=tyrB_1	K00832
gene=cofC_1	K09931
gene=yugI	K06959
gene=gpx1_3	K00432
gene=lpxD_7	K02536
gene=zraR_18	K07713
gene=dosP	K13243
gene=Hgd	K08319
gene=lacG_1	K10190
gene=ydiN_2	K26745
gene=ykfA	K01297
gene=dsbG	K03805
gene=dfrD	K00287
gene=ecfA3	K02006
gene=cya_4	K01768
gene=acxC_2	K10856
gene=yqjH	K07229
gene=gluD	K00260
gene=hupB_1	K05787
gene=mdxE_2	K15770
gene=ampD_2	K03806
gene=metG_1	K01874
protein=Cytochrome	K17483
gene=lolE	K09808
gene=gntR_4	K06145
gene=pyrDB	K17828
gene=sbmC_2	K07470
gene=alsE	K17195
protein=Electron	K00311
gene=adhB_2	K13954
gene=ravA_1	K03924
gene=fliP_4	K22507
gene=tdcG	K01752
gene=rsxB_4	K06939
gene=rfaL_1	K02847
gene=fabY	K18473
gene=genK_4	K05548
gene=dsbB_2	K03611
gene=mlaE_6	K02066
gene=ndk	K00940
gene=cobK	K05895
gene=yagT_2	K13483
gene=gspA_2	K03279
gene=nifD_3	K02587
gene=hipA_2	K07154
gene=spo0A	K07699
gene=tuf1	K02358
gene=yfnB_1	K01560
protein=Thermostable	K01299
gene=yfiH_3	K05810
gene=bioY2_2	K03523
gene=regA_2	K15012
protein=Ribonuclease	K07577
gene=glnG_1	K13599
gene=mcpQ_5	K03406
gene=mbtB	K04788
gene=glnM	K09970
gene=isfD_2	K07124
gene=prsA1_2	K07533
gene=ureA	K01430
gene=hapE	K07222
gene=arsH_3	K11811
gene=hpf_3	K05808
gene=potA_15	K11072
gene=ald2	K00259
gene=fdh	K17744
gene=lacG_2	K05815
protein=putative	K12425
gene=sthA_2	K00322
protein=putative	K12425
gene=bkdA	K00166
gene=alsK	K00881
gene=rpsT	K02968
gene=dcuA_2	K07791
gene=gcdB_1	K20509
gene=corC_4	K03699
gene=oppF_2	K02032
gene=pleC_3	K07716
gene=chiA1	K01183
gene=gatB	K02434
gene=fdx_1	K04755
protein=Putative	K00123
gene=rffH_2	K00973
gene=msuD_2	K04091
gene=wzzB	K05789
gene=mlaF_2	K02065
gene=bacF_2	K19549
gene=maeB_1	K00029
gene=araQ	K17317
gene=tcyP_1	K06956
gene=mglA	K10542
gene=fixX_3	K03855
gene=yxdM_1	K11636
gene=ppiB_3	K01802
gene=sacA_2	K01193
gene=acoA_5	K00161
gene=msrA_3	K07304
gene=rhaM_2	K03534
gene=cobP	K02231
gene=hyaD_1	K03605
gene=paaE_2	K02613
gene=nirM_1	K08738
gene=pdp	K00756
gene=rlmN_2	K06941
gene=mcpQ_1	K03406
gene=bioB_1	K01012
gene=gcvA	K03566
gene=rsbT	K17752
gene=xseB_1	K03602
gene=envZ	K07638
gene=epsE_2	K02454
gene=cotF_4	K06439
gene=purQ_1	K23265
protein=Acyl-CoA	K00249
gene=soxR	K13639
gene=nqrE	K00350
gene=cspC_2	K03704
protein=RNA-binding	K07574
protein=Cold	K03704
gene=rgy_1	K03170
gene=acoD	K00138
gene=oppD_1	K12371
gene=rbsA_28	K10441
gene=uvrD2	K03657
gene=nhaK_2	K24163
gene=rcsB_12	K07687
gene=msbA_5	K06148
gene=epd_2	K00134
gene=eryA	K00862
gene=moaB_1	K03638
gene=papA3	K23156
gene=drrA_15	K01990
gene=lsrD_4	K10440
gene=htpG_2	K04079
gene=emrY_3	K18926
gene=tdhA	K16087
gene=mas_2	K07512
gene=holC	K02339
protein=Putative	K00123
gene=rrrD_4	K01185
gene=apbC	K03593
gene=groL5	K04077
gene=nucA_3	K01173
gene=mak_4	K00847
gene=trmJ_1	K02533
gene=bfmBAB	K00162
protein=putative	K12425
gene=bbmA_1	K01208
gene=asp2	K12269
gene=ahpC_3	K24119
gene=fni	K01823
gene=yrrB_18	K13342
gene=dtpT_2	K03305
gene=potA_3	K02052
gene=fecD_1	K25284
gene=cysO_2	K03636
gene=tatAd	K03116
gene=gpt_2	K07101
gene=hpcE_1	K05921
gene=comEC_3	K02238
gene=ribF	K11753
gene=motB_3	K02557
gene=panC_1	K13799
gene=aqpZ2_1	K09874
gene=cobI	K03394
gene=apbE	K03734
gene=rpsA_1	K02945
gene=chlB	K04039
gene=rpmB_3	K02902
gene=trpS2	K01867
protein=Isoxanthopterin	K18456
gene=caiB	K08298
gene=hhaIM_2	K00558
gene=ugpA_4	K05814
gene=bla_2	K18698
gene=ytfE_2	K07322
gene=ligA	K01972
gene=mtcA2_4	K01673
gene=dapD	K00674
gene=cpdA_2	K06953
gene=mmgB_2	K00074
gene=hemA_3	K00643
gene=glpC	K00113
gene=fadM	K12500
gene=acoD_2	K00138
gene=guaA	K01951
gene=kpsM_3	K22921
gene=rpmA_1	K02899
gene=tdcD	K00925
gene=smc_1	K03529
gene=sohB	K04774
gene=gmhA1	K03271
gene=glpE_2	K07146
gene=parB	K03497
gene=gst_2	K00799
gene=galS	K02529
gene=nanS	K22111
gene=ybhF	K25182
gene=lpp	K06078
gene=thiL_1	K07123
gene=adeC	K01486
gene=exaA	K00114
gene=lysA_3	K01586
gene=fadD_5	K01897
gene=tgs1_1	K00635
gene=hyfA_2	K15827
gene=fdnI_2	K00127
gene=gsiB_12	K13889
protein=Putative	K00123
gene=leuD1_3	K01704
gene=rexB	K16899
gene=sseA_2	K01011
gene=yscU_2	K03229
gene=yesX	K18198
gene=hmuU_1	K25133
gene=cocE_6	K06978
gene=cobD_3	K04720
gene=ntrC	K07712
gene=lpxC_2	K02535
gene=assT	K01023
gene=lcnD	K20345
gene=ctpV_2	K12956
gene=fliZ	K02425
gene=hisP	K10017
gene=bglG	K03488
gene=comEC_4	K02238
gene=pcnB	K00970
gene=artM_1	K01995
gene=tatAy_1	K03116
gene=ompC_4	K09475
gene=tagE_4	K00712
gene=cheD	K03411
gene=bamC_1	K07287
gene=tyrS	K01866
gene=bceA	K11631
gene=yfiZ	K25027
gene=kstR2_2	K22108
gene=vgrG1	K11904
gene=qoxB	K02274
protein=Thermostable	K01299
gene=fdoH_2	K00124
gene=crcB1	K06199
gene=melB_1	K11104
gene=truA	K06173
gene=gapA2	K00150
gene=racX	K25316
gene=copB_1	K01533
gene=mrpB_1	K05566
gene=carC_1	K00249
gene=gbsA_3	K00130
gene=torS_1	K14978
gene=gadX_3	K11920
gene=hpcE	K05921
gene=cpcB	K02285
gene=pkn1_1	K13444
gene=ilvH_1	K01653
gene=rlpA_2	K03642
gene=recX_1	K03565
gene=msrB	K07305
gene=hemH_2	K01772
gene=helY	K17675
gene=dam_8	K06223
gene=hin_6	K06400
gene=fbcH_1	K00413
gene=sugC_5	K10112
gene=ispB	K02523
gene=yagS_3	K11178
gene=salA_2	K03593
gene=gerN_3	K26731
gene=spsB	K09648
protein=26	K09807
gene=exbD_4	K03560
gene=gerQ_2	K06305
gene=atpG_3	K02115
gene=aldC	K01575
gene=vapC_1	K19686
gene=cobK_2	K05895
gene=yvoA_4	K05836
gene=mtcA1_2	K01673
gene=yxlF_5	K25152
gene=papD	K12519
gene=ilvI_5	K01652
gene=gerXA_4	K06408
gene=mutH	K03573
gene=citC	K01910
gene=bclA_2	K12424
gene=hld	K11039
gene=ttuD_3	K11529
gene=sorA_5	K02795
gene=mfd_1	K03723
gene=yjbM_2	K07816
gene=qoxC_2	K02828
gene=arsR2	K03892
gene=kanE_5	K16703
gene=rapF_2	K06362
gene=sad_4	K00135
gene=mdoH	K03669
gene=prcB1	K03433
gene=mcl2	K01644
gene=degA_5	K02529
gene=lldD_3	K00101
gene=torC_1	K03532
protein=3-mercaptopropionate	K24700
gene=arsR1_3	K03892
gene=licC	K02761
gene=trpC_3	K01609
gene=qseC_7	K07649
gene=zwf_3	K00036
gene=clpB_7	K03695
gene=mepB_1	K18138
gene=dinB_5	K03502
gene=bapA	K01266
gene=pyrD_3	K00226
gene=dgs	K13677
gene=trxB_6	K00384
gene=dgaF_1	K17463
gene=sipS	K03100
gene=nuoM_1	K00342
gene=xerH_3	K04763
gene=ctaB1_1	K02257
gene=mcpQ_13	K03406
gene=eam	K01843
gene=algJ	K19295
gene=glsA2	K01425
gene=cotI_1	K06337
gene=alsT_1	K03310
gene=amiF_2	K01455
gene=fdtC_1	K13018
gene=arnE_1	K12962
gene=lctP_2	K03303
gene=sodB_2	K04564
gene=orn_1	K13288
gene=tagB_1	K21285
gene=phnX_3	K05306
gene=modB_2	K02018
gene=higB-1_3	K07334
protein=Cytochrome	K17483
gene=frlD_1	K10710
gene=petC	K00413
gene=fucP_1	K02429
gene=gatA_3	K01426
gene=flgC	K02388
gene=ddlA_1	K01921
gene=gpFI_5	K06907
protein=putative	K12425
gene=potE	K03756
protein=Lysine	K01775
gene=kdsA_1	K01627
protein=putative	K12425
gene=suhB_3	K01092
gene=gcdB	K20509
gene=aldH	K13877
gene=azoR1_1	K01118
gene=nikMN_1	K02007
gene=pucD_2	K00087
gene=desA1_3	K03921
gene=rbsD	K06726
gene=phnS_5	K02012
gene=mnmE_2	K03650
gene=spoIIIE	K03466
gene=hlyE	K11139
gene=sspA_3	K00799
gene=chiB	K01183
gene=cmaA1_4	K26597
gene=phnE_1	K02042
gene=queG	K18979
protein=Leu/Ile/Val-binding	K01999
gene=citN_1	K03300
gene=levB	K01212
gene=SERB	K01079
gene=pfp_2	K00895
gene=gdh_3	K15371
gene=malX_4	K02027
gene=epsL	K02461
gene=rsmI_2	K07056
gene=hslV_2	K01419
gene=wbbI_3	K23072
gene=mdtN_2	K01993
gene=putB_2	K00318
gene=des_1	K10255
protein=6-phosphogluconate	K00033
protein=Gluconate	K06151
gene=ugpA_1	K02025
gene=sbp	K23163
gene=amiE	K01426
gene=tnaB	K03836
gene=dtpB	K03305
gene=cusC_3	K15550
gene=nifH_1	K03496
gene=phoR_9	K07636
gene=pccB_3	K01604
gene=dmdC_3	K20035
gene=glnL_2	K07708
gene=mcpB_4	K03406
gene=nuoJ	K00339
gene=yagR	K11177
gene=fruA_10	K02770
gene=ompR_1	K07659
gene=sbmC_1	K07471
gene=katG2_2	K03782
gene=ndoA_2	K05710
gene=ligD_4	K10747
gene=metN_4	K02071
gene=wbbL_3	K16870
gene=maeB	K00029
gene=mnmG_1	K07137
gene=pdxK_1	K00868
gene=ftnA_3	K02217
gene=isfD2_1	K07124
gene=map-1_1	K01265
gene=arnF_1	K12963
gene=miaA	K00791
gene=flu_2	K12687
gene=dnaK_13	K04043
gene=cysA_3	K02045
gene=ydcU_2	K02054
gene=spkF_2	K06666
gene=sad_2	K08324
protein=Putative	K00123
gene=higA_3	K18831
gene=higB-1	K07334
gene=nlpD_3	K06194
gene=ilvB2	K01652
gene=paaF	K01692
gene=araG_4	K10539
gene=dapE_6	K14677
gene=soxA_4	K00302
gene=spo0E	K06376
gene=exbB_1	K03561
gene=acrB_1	K18138
gene=mshC	K15526
gene=mnmG_2	K03495
gene=livH_14	K01997
gene=liaR_19	K11618
gene=mutT3_2	K03574
gene=lacY	K02532
protein=Putative	K00123
gene=ydhX_3	K04014
gene=murB_2	K00075
gene=mdcC	K13931
gene=ipdC_2	K04103
gene=rplS_2	K02884
gene=alkT	K05297
gene=rpmG_2	K02913
gene=pbpG_4	K21464
gene=ubiB_4	K03688
gene=nhoA_1	K00675
gene=nagA	K01443
gene=siaM_2	K21393
gene=tsaD_1	K01409
gene=acnA_2	K01681
protein=Ribonuclease	K07577
gene=coxA	K06345
gene=adh_3	K13953
gene=cobO_1	K19221
gene=murF_1	K23393
gene=yoaH_2	K03406
gene=ccoN1_2	K00404
gene=apt_3	K00759
gene=argE_1	K01439
gene=eccD1_2	K27087
gene=kipI	K06351
gene=racA_5	K07482
gene=nei	K05522
gene=hadL_1	K01560
gene=ilvX_2	K01652
gene=alsD	K01575
gene=yumC_1	K21567
gene=puuB_10	K26065
gene=dagK_3	K07029
gene=ansA_2	K01424
gene=uppS_1	K14215
gene=spuE_2	K11073
gene=nrdH	K06191
gene=hscA	K04044
gene=lnpD	K01784
gene=lacC_3	K00882
gene=leuA_2	K01649
gene=cysC_3	K00860
protein=putative	K12425
gene=groL2	K04077
gene=tnpR_2	K06400
gene=racE	K01776
gene=katA_1	K03781
gene=dauA_5	K19746
gene=ptsI_1	K08483
gene=ndhS	K03518
gene=hlgB	K11038
gene=ytbE_2	K23257
gene=aruI	K01652
