phage,host,phage_name,host_name,label,prob
MG099937,CP027541,"Mycobacterium phage Aragog, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.932659099
MG099934,CP027541,"Mycobacterium phage AgentM, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.916755735
MG099938,CP027541,"Mycobacterium phage Archetta, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.857672582
NC_022056,CP027541,"Mycobacterium phage Hamulus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.832874735
NC_023699,CP027541,"Mycobacterium phage SG4, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.889922458
NC_023698,CP027541,"Mycobacterium phage Avani, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.922355871
NC_023692,CP027541,"Mycobacterium phage BigNuz, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.722944712
NC_023691,CP027541,"Mycobacterium phage Patience, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.323815125
NC_023697,CP027541,"Mycobacterium phage Babsiella, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.906498979
NC_023696,CP027541,"Mycobacterium phage Dandelion, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.841509434
NC_023695,CP027541,"Mycobacterium phage Violet, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.705721057
NC_031243,CP027541,"Mycobacterium phage Xeno, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.907440191
KY464936,CP027541,"Mycobacterium phage Idleandcovert, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.932457089
NC_024135,CP027541,"Mycobacterium phage Bernal13, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.74825319
NC_025444,CP027541,"Mycobacterium phage RedRock, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.836174093
NC_022054,CP027541,"Mycobacterium phage Muddy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.758824937
KX523125,CP027541,"Mycobacterium phage BuzzBuzz, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.88691188
NC_028658,CP027541,"Mycobacterium phage Swish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.96942253
MF319184,CP027541,"Mycobacterium phage GenevaB15, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.62577451
NC_022055,CP027541,"Mycobacterium phage Bobi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.887963154
KY385381,CP027541,"Mycobacterium phage EniyanLRS, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.720201552
KY385380,CP027541,"Mycobacterium phage Ashraf, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.910512869
KY385383,CP027541,"Mycobacterium phage Maskar, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.910512869
KY385382,CP027541,"Mycobacterium phage ImtiyazSitla, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.910512869
KY385384,CP027541,"Mycobacterium phage SimranZ1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.891875772
NC_002656,CP027541,"Mycobacterium phage Bxb1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.818652855
NC_022052,CP027541,"Mycobacterium phage Whirlwind, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.376585186
MH230877,CP027541,"Mycobacterium phage NorthStar, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.922480415
NC_023690,CP027541,"Mycobacterium phage Courthouse, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.929471762
MK284518,CP027541,"Mycobacterium phage ACFishhook, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.884103582
MK284519,CP027541,"Mycobacterium phage Norbert, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.784010515
KM597531,CP027541,"Mycobacterium phage Abrogate, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.735764114
NC_028742,CP027541,"Mycobacterium phage Baee, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.695743236
MH509443,CP027541,"Mycobacterium phage Avle17, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.962509616
MH509442,CP027541,"Mycobacterium phage Aminay, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.494556878
MH509441,CP027541,"Mycobacterium phage Acolyte, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.990069171
MH509445,CP027541,"Mycobacterium phage Cborch11, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.703635651
MH744415,CP027541,"Mycobacterium phage ArcusAngelus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.857398965
MH744414,CP027541,"Mycobacterium phage Arcanine, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.723971351
MH744417,CP027541,"Mycobacterium phage Grand2040, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.821554157
KX443696,CP027541,"Mycobacterium phage Laurie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.77893287
MK359360,CP027541,"Mycobacterium phage Hexamo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.898254586
NC_028922,CP027541,"Mycobacterium phage Cambiare, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.581226868
MK359361,CP027541,"Mycobacterium phage Darko, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.862267187
JF937108,CP027541,"Mycobacterium phage Switzer, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.788389173
JF937109,CP027541,"Mycobacterium phage Yoshand, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.95852306
JF937104,CP027541,"Mycobacterium virus Pixie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.616434967
KU935726,CP027541,"Mycobacterium phage Xerxes, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.864254012
JF937106,CP027541,"Mycobacterium phage SirDuracell, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.888837773
JF937107,CP027541,"Mycobacterium phage SirHarley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.777814817
JF937100,CP027541,"Mycobacterium virus Lesedi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.668717873
JF937101,CP027541,"Mycobacterium virus LittleE, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.778565817
JF937102,CP027541,"Mycobacterium virus Mozy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.777655666
JF937103,CP027541,"Mycobacterium virus Museum, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.728671688
JX411620,CP027541,"Mycobacterium phage Dorothy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.849590349
KR781349,CP027541,"Mycobacterium phage Apizium, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.905626862
NC_024136,CP027541,"Mycobacterium phage Seabiscuit, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.732985853
NC_028810,CP027541,"Mycobacterium phage Rufus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.764582743
NC_028815,CP027541,"Mycobacterium phage Nhonho, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.686986247
MK433273,CP027541,"Mycobacterium phage Daishi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.871166839
MK433277,CP027541,"Mycobacterium phage Renaissance, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.469882905
KJ194581,CP027541,"Mycobacterium phage Audrey, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.718850685
MK433279,CP027541,"Mycobacterium phage Kareem, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.470728865
MH632118,CP027541,"Mycobacterium phage Zeeculate, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.716291124
MH632119,CP027541,"Mycobacterium phage Harley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.843476845
KX621007,CP027541,"Mycobacterium phage Taquito, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.949306107
MF773750,CP027541,"Mycobacterium phage OKCentral2016, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.859787836
NC_021538,CP027541,"Mycobacterium phage Job42, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.935316958
NC_021535,CP027541,"Mycobacterium phage Jobu08, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.944608831
NC_021533,CP027541,"Mycobacterium phage BTCU-1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.830337828
MK524489,CP027541,"Mycobacterium phage Ugenie5, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.775372913
MK524488,CP027541,"Mycobacterium phage Patt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.770995708
MK524485,CP027541,"Mycobacterium phage MissDaisy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.752497763
MK524486,CP027541,"Mycobacterium phage Waleliano, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.766604054
MK061414,CP027541,"Mycobacterium phage Marley1013, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.812159093
MK061415,CP027541,"Mycobacterium phage Rhynn, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.715882661
MK061411,CP027541,"Mycobacterium phage Faze9, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.813969882
KX588251,CP027541,"Mycobacterium phage Jane, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.470728865
MH450133,CP027541,"Mycobacterium phage SwissCheese, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.767246538
JX042578,CP027541,"Mycobacteriophage ElTiger69, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.921473717
JX042579,CP027541,"Mycobacterium virus MacnCheese, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.656301894
JN831654,CP027541,"Mycobacterium virus Saintus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.94235527
KM677210,CP027541,"Mycobacterium phage Larenn, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.894080435
NC_023689,CP027541,"Mycobacterium phage Lilac, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.941342327
NC_031256,CP027541,"Mycobacterium phage Loser, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.808731035
NC_031253,CP027541,"Mycobacterium phage Bipper, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.858421221
KX611831,CP027541,"Mycobacterium phage Pharsalus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.907310622
KX641260,CP027541,"Mycobacterium phage Stasia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.864595849
KX641261,CP027541,"Mycobacterium phage Isiphiwo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.720140042
KX641262,CP027541,"Mycobacterium phage Nazo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.754325861
KX641263,CP027541,"Mycobacterium phage Kalpine, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.959811661
KX641264,CP027541,"Mycobacterium phage LindNT, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.466224676
KX641265,CP027541,"Mycobacterium phage Taheera, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.801493844
KX641266,CP027541,"Mycobacterium phage Terror, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.801493844
MH590595,CP027541,"Mycobacterium phage NEHalo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.700512431
MH590594,CP027541,"Mycobacterium phage PinheadLarry, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.801418575
KY783914,CP027541,"Mycobacterium phage GardenSalsa, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.834506339
KX808129,CP027541,"Mycobacterium phage Sabinator, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.909230679
JX015524,CP027541,"Mycobacterium virus Astro, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.928609091
NC_023862,CP027541,"Mycobacterium phage Alsfro, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.689315564
KT361920,CP027541,"Mycobacterium phage Slarp, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.772555181
KX897981,CP027541,"Mycobacterium phage StarStuff, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.961853556
KM463009,CP027541,"Mycobacterium phage Power, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.936271595
NC_022973,CP027541,"Mycobacterium phage Conspiracy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.866761194
MK310141,CP027541,"Mycobacterium phage Fenn, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.700865759
MK310140,CP027541,"Mycobacterium phage Gemma, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.89310566
MK310143,CP027541,"Mycobacterium phage Dietrick, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.788072596
MK310142,CP027541,"Mycobacterium phage MetalQZJ, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.805627768
MK310145,CP027541,"Mycobacterium phage Lemur, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.983983826
MK310144,CP027541,"Mycobacterium phage CicholasNage, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.357578704
NC_031035,CP027541,"Mycobacterium phage Gengar, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.799475434
NC_011023,CP027541,"Mycobacterium virus Pukovnik, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.934827284
KJ433975,CP027541,"Mycobacterium phage 40BC, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.607911395
MK279888,CP027541,"Mycobacterium phage TomBombadil, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.966644753
MK279889,CP027541,"Mycobacterium phage Valjean, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.963765965
KJ538722,CP027541,"Mycobacterium phage HH92, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.749929699
KJ538723,CP027541,"Mycobacterium phage KingVeVeVe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.960988187
MK279882,CP027541,"Mycobacterium phage Sophia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.854517596
MK279883,CP027541,"Mycobacterium phage Struggle, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.810860601
MK279881,CP027541,"Mycobacterium phage Solosis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.941658359
MK279887,CP027541,"Mycobacterium phage Timmi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.941658359
MK279885,CP027541,"Mycobacterium phage Surely, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.953051679
KM925136,CP027541,"Mycobacterium phage MiaZeal, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.940027881
KX369583,CP027541,"Mycobacterium phage Littleton, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.809871433
KM591905,CP027541,"Mycobacterium phage RonRayGun, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.787297288
JN572061,CP027541,"Mycobacterium phage Jebeks, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.648659051
KJ567045,CP027541,"Mycobacterium phage Emerson, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.793744338
KJ567044,CP027541,"Mycobacterium phage EmpTee, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.974763032
KJ567041,CP027541,"Mycobacterium phage Zapner, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.793004538
NC_028798,CP027541,"Mycobacterium phage MarQuardt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.867106693
NC_028796,CP027541,"Mycobacterium phage Phayonce, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.837270768
JF937110,CP027541,"Mycobacterium virus KSSJEB, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.6795018
KX579975,CP027541,"Mycobacterium phage Mundrea, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.945368428
KX576638,CP027541,"Mycobacterium phage Gruunaga, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.88266762
KT454972,CP027541,"Mycobacterium phage Evanesce, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.749929699
KX576643,CP027541,"Mycobacterium phage FriarPreacher, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.962099298
KX576645,CP027541,"Mycobacterium phage Derpp, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.821861822
KX576644,CP027541,"Mycobacterium phage WillSterrel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.94078999
KX576647,CP027541,"Mycobacterium phage CharlieGBrown, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.8129337
KX576646,CP027541,"Mycobacterium phage TyrionL, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.821861822
NC_028861,CP027541,"Mycobacterium phage FlagStaff, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.534673313
NC_028860,CP027541,"Mycobacterium phage Smeadley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.921942425
NC_028869,CP027541,"Mycobacterium phage HyRo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.777769402
KT020852,CP027541,"Mycobacterium phage NoSleep, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.915230943
KY012363,CP027541,"Mycobacterium phage Empress, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.853891488
NC_021324,CP027541,"Mycobacterium phage CASbig, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.598003637
KT246485,CP027541,"Mycobacterium phage OBUpride, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.749929699
KY969628,CP027541,"Mycobacterium phage Zenon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.597277754
KX620786,CP027541,"Mycobacterium phage Lego3393, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.962099298
MK061409,CP027541,"Mycobacterium phage ExplosioNervosa, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.783741319
MK061408,CP027541,"Mycobacterium phage Centaur, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.94908343
KT365397,CP027541,"Mycobacterium phage Maverick, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.964874228
MH450124,CP027541,"Mycobacterium phage Marius, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.894494549
MH450127,CP027541,"Mycobacterium phage Plagueis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.505138779
MH450126,CP027541,"Mycobacterium phage PhishRPhriends, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.8971219
MH450122,CP027541,"Mycobacterium phage KingTut, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.794042512
NC_003387,CP027541,"Mycobacterium phage TM4, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.755258025
MH450128,CP027541,"Mycobacterium phage Reba, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.884814015
MH479920,CP027541,"Mycobacterium phage Mowgli, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.505138779
MH479921,CP027541,"Mycobacterium phage Placalicious, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.866848168
KU716095,CP027541,"Mycobacterium phage Myxus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.902082978
KU716094,CP027541,"Mycobacterium phage Eidsmoe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.870257514
NC_024371,CP027541,"Mycobacterium phage Damien, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.683943772
KX808131,CP027541,"Mycobacterium phage SuperGrey, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.880723262
KX808132,CP027541,"Mycobacterium phage Amelie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.682734601
MF072690,CP027541,"Mycobacterium phage Porcelain, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.937646928
NC_029018,CP027541,"Mycobacterium phage Anubis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.897720298
NC_024209,CP027541,"Mycobacterium phage Hawkeye, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.693341013
MH230876,CP027541,"Mycobacterium phage ConceptII, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.716207742
MH230875,CP027541,"Mycobacterium phage CheetO, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.936431695
MH230874,CP027541,"Mycobacterium phage Banjo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.842642991
JQ684677,CP027541,"Mycobacterium phage Tiger, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.877696866
MH230879,CP027541,"Mycobacterium phage Xavia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.938327145
JX649097,CP027541,"Mycobacterium phage Piglet, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.928756989
MK310138,CP027541,"Mycobacterium phage Shaobing, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.785059037
MK310139,CP027541,"Mycobacterium phage Emiris, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.960988187
KT279576,CP027541,"Mycobacterium phage Phatniss, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.826540865
NC_031281,CP027541,"Mycobacterium phage Panchino, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.877922188
KX685355,CP027541,"Mycobacterium phage Qobbit, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.935553516
KU297783,CP027541,"Mycobacterium phage NaSiaTalie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.939334447
NC_028654,CP027541,"Mycobacterium phage Sparkdehlily, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.877760418
KX712238,CP027541,"Mycobacterium phage Zephyr, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.706139206
MK279898,CP027541,"Mycobacterium phage Cici, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.859539153
MK279895,CP027541,"Mycobacterium phage Zaider, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.91102816
MK279891,CP027541,"Mycobacterium phage Wallhey, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.926870142
MK279890,CP027541,"Mycobacterium phage Veritas, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.82550327
MF472896,CP027541,"Mycobacterium phage JoshKayV, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.588449512
KX522943,CP027541,"Mycobacterium phage Gompeii16, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.85363583
KU255188,CP027541,"Mycobacterium phage JenCasNa, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.931357315
KR997931,CP027541,"Mycobacterium phage Girafales, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.879460133
KR997932,CP027541,"Mycobacterium phage Godines, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.759430133
KR997933,CP027541,"Mycobacterium phage Madruga, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.379785982
NC_009820,CP027541,"Mycobacterium phage Tweety, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.939125419
NC_008197,CP027541,"Mycobacterium phage Orion, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.96942253
NC_008196,CP027541,"Mycobacterium phage Llij, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.819136657
NC_008195,CP027541,"Mycobacterium phage Cooper, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.726660974
NC_008194,CP027541,"Mycobacterium phage 244, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.91522157
NC_008199,CP027541,"Mycobacterium phage Pipefish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.837700681
MH020243,CP027541,"Mycobacterium phage TootsiePop, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.983329842
MH020242,CP027541,"Mycobacterium phage Misha28, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.983329842
MH020240,CP027541,"Mycobacterium phage SuperAwesome, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.656761329
MH020247,CP027541,"Mycobacterium phage MPhalcon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.953868426
MH020246,CP027541,"Mycobacterium phage SchoolBus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.935343208
MH020245,CP027541,"Mycobacterium phage SgtBeansprout, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.682734601
MH020244,CP027541,"Mycobacterium phage Lopton, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.818683606
