ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,type
GO:0006284,base-excision repair,5/2521,31/26361,0.16972728067806603,0.946983052007528,0.9216867578385891,gene=nei1_2/gene=nth/gene=fpg1/gene=mutY/gene=nei1,5,biological_process
GO:0030632,D-alanine biosynthetic process,4/2521,23/26361,0.17218296079129,0.951789144374076,0.9263644674151279,gene=alr_1/gene=alr_4/gene=argR/gene=alaA,4,biological_process
GO:0047780,citrate dehydratase activity,4/2521,23/26361,0.17218296079129,0.951789144374076,0.9263644674151279,gene=prpD/gene=prpD2/gene=acnB/gene=acnA,4,molecular_function
GO:0003723,RNA binding,36/2521,320/26361,0.173514428841785,0.954729161461249,0.9292259492667009,gene=nasR/gene=mazF/gene=pemK/gene=rnaSA3/gene=rlmI/gene=truD/gene=tyrS/gene=licT/gene=rluD_4/gene=deaD/gene=glcT/gene=nusB/gene=devR_6/gene=rnjA/gene=yfmL/gene=cshA/gene=finO/gene=licR/gene=rluB_2/gene=cspV_5/gene=rluA_3/gene=truA_2/gene=rluA_1/gene=yoeB/gene=yhbY/gene=rlmK/gene=rlmI_1/gene=rbgA/gene=rnjB/gene=rluA_2/gene=trmL/gene=rsmF_1/gene=cshC/gene=ermA1_1/gene=truA/gene=rsmA,36,molecular_function
GO:0006974,cellular response to DNA damage stimulus,21/2521,177/26361,0.178038574578268,0.971153407817968,0.94521146277972,gene=adrB_3/gene=yjiA/gene=srlR_3/gene=mmuM/gene=fsr_2/gene=gntR_4/gene=glxR/gene=mlaB/gene=ftnA/gene=gntR/gene=hyfC/gene=ydjM/gene=treC/gene=rcnB_2/gene=pfkB/gene=icaA/gene=mglA/gene=paaJ_1/gene=cynR_1/gene=kdgK_1/gene=alaA,21,biological_process
GO:0009447,putrescine catabolic process,6/2521,40/26361,0.17893948887768302,0.971153407817968,0.94521146277972,gene=puuC/gene=puuA/gene=puuD/gene=ypeA/gene=puuB/gene=puuA_3,6,biological_process
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",6/2521,40/26361,0.17893948887768302,0.971153407817968,0.94521146277972,gene=ynbA/gene=tagO_2/gene=tagO/gene=wecA_2/gene=brpA/gene=brpA_3,6,molecular_function
GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,7/2521,49/26361,0.18405197994431802,0.9765348308666859,0.9504491345118772,gene=dam_2/gene=dpnM_2/gene=yhdJ/gene=dam/gene=dam_3/gene=hsdM_1/gene=bcgIA,7,molecular_function
GO:0015847,putrescine transport,5/2521,32/26361,0.18640877913343698,0.9765348308666859,0.9504491345118772,gene=plaP/gene=potA_1/gene=ydcV_2/gene=yhdG_3/gene=potB_2,5,biological_process
GO:0016310,phosphorylation,4/2521,24/26361,0.19202571496933804,0.9765348308666859,0.9504491345118772,gene=gspK_2/gene=baeS_2/gene=gspK_1/gene=cusS_4,4,biological_process
GO:0019262,N-acetylneuraminate catabolic process,4/2521,24/26361,0.19202571496933804,0.9765348308666859,0.9504491345118772,gene=nanE_1/gene=nagB_2/gene=bglK_2/gene=nagB_1,4,biological_process
GO:0050136,NADH dehydrogenase (quinone) activity,4/2521,24/26361,0.19202571496933804,0.9765348308666859,0.9504491345118772,gene=ywrO_2/gene=ywrO_1/gene=ndbB/gene=nuoD,4,molecular_function
GO:0004824,lysine-tRNA ligase activity,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=lysX_2/gene=lysX_1/gene=lysS,3,molecular_function
GO:0006002,fructose 6-phosphate metabolic process,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=pfkA2/gene=pfkA/gene=pfp,3,biological_process
GO:0006430,lysyl-tRNA aminoacylation,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=lysX_2/gene=lysX_1/gene=lysS,3,biological_process
GO:0008121,ubiquinol-cytochrome-c reductase activity,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=petA/gene=petB/gene=qcrB_1,3,molecular_function
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=rpiA_1/gene=alsE/gene=rpiA,3,biological_process
GO:0019430,removal of superoxide radicals,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=trxB/gene=trxB_1/gene=trxB_5,3,biological_process
GO:0032049,cardiolipin biosynthetic process,3/2521,16/26361,0.192297611924496,0.9765348308666859,0.9504491345118772,gene=cls/gene=clsA_1/gene=ywiE_2,3,biological_process
GO:0009254,peptidoglycan turnover,8/2521,59/26361,0.199175463159371,0.9765348308666859,0.9504491345118772,gene=nagZ_4/gene=murQ/gene=mepS_3/gene=mepM/gene=murQ_2/gene=murQ_1/gene=murK/gene=tsaE,8,biological_process
GO:0004386,helicase activity,5/2521,33/26361,0.203651537969385,0.9765348308666859,0.9504491345118772,gene=recQ_1/gene=helY_3/gene=recD2_1/gene=rapA/gene=rapA_2,5,molecular_function
GO:0004556,alpha-amylase activity,5/2521,33/26361,0.203651537969385,0.9765348308666859,0.9504491345118772,gene=amyA/protein=Beta/alpha-amylase/gene=treC/gene=aml/gene=treS,5,molecular_function
GO:0008652,cellular amino acid biosynthetic process,11/2521,87/26361,0.207508274991433,0.9765348308666859,0.9504491345118772,gene=aroB/gene=aroG_1/gene=aroH_1/gene=aroK/gene=aroC/gene=aroQ1/gene=aroE_2/gene=aroQ/gene=cysK/gene=cbs/gene=cynR,11,biological_process
GO:0046685,response to arsenic-containing substance,6/2521,42/26361,0.20924665782651602,0.9765348308666859,0.9504491345118772,gene=arsC1_2/gene=arsB_2/gene=aqpZ/gene=acr3_1/gene=arsC/gene=acr3,6,biological_process
GO:0006099,tricarboxylic acid cycle,18/2521,153/26361,0.210380803774036,0.9765348308666859,0.9504491345118772,gene=icd_2/gene=sdhB/gene=icd/gene=aspA/gene=prpD/gene=lutA_1/gene=prpD2/gene=glcB/gene=frdA_1/gene=acnB/gene=aarA/gene=sucA/gene=fumC/gene=sdhC_1/gene=acnA/gene=mqo/gene=fumC_2/gene=aceB,18,biological_process
GO:0003678,DNA helicase activity,9/2521,69/26361,0.21120067747283605,0.9765348308666859,0.9504491345118772,gene=recC/gene=uvrD2_2/gene=uvrD1/gene=radD_2/gene=dinG/gene=pcrA_2/gene=uvrD2/gene=dnaB_1/gene=dnaC,9,molecular_function
GO:0006189,'de novo' IMP biosynthetic process,7/2521,51/26361,0.211584503638197,0.9765348308666859,0.9504491345118772,gene=purF/gene=purM/gene=purC/gene=purB/gene=thiL_1/gene=purD_2/gene=purD,7,biological_process
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",8/2521,60/26361,0.211996423157304,0.9765348308666859,0.9504491345118772,gene=speG_2/gene=oatA_2/gene=mshD/gene=mnaT/gene=oatA_3/protein=Acetyltransferase/gene=icaC/gene=oatA,8,molecular_function
GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,4/2521,25/26361,0.21253588933657103,0.9765348308666859,0.9504491345118772,gene=pdhB/gene=aceE_1/gene=pdhA_1/gene=pdhA,4,molecular_function
GO:0019290,siderophore biosynthetic process,4/2521,25/26361,0.21253588933657103,0.9765348308666859,0.9504491345118772,gene=iucC/gene=dhbE/gene=iucA_2/gene=entA_2,4,biological_process
GO:1901264,carbohydrate derivative transport,4/2521,25/26361,0.21253588933657103,0.9765348308666859,0.9504491345118772,gene=licC_4/gene=chbC/gene=licC_5/gene=licC_2,4,biological_process
GO:0006044,N-acetylglucosamine metabolic process,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=nagA/gene=nagB_1/gene=murK,3,biological_process
GO:0008564,protein-exporting ATPase activity,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=yscN_1/gene=epsE_3/gene=secA,3,molecular_function
GO:0009039,urease activity,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=ureC_3/gene=ureA/gene=ureC_2,3,molecular_function
GO:0009276,Gram-negative-bacterium-type cell wall,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=ftsX/gene=nqrE_2/gene=wecA_2,3,cellular_component
GO:0015385,sodium:proton antiporter activity,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=mdfA_2/gene=mleN_2/gene=nhaB,3,molecular_function
GO:0042838,D-glucarate catabolic process,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=gudD_2/gene=garR/gene=garL,3,biological_process
GO:1902495,transmembrane transporter complex,3/2521,17/26361,0.21799573019241,0.9765348308666859,0.9504491345118772,gene=sorA_1/gene=manX_5/gene=sorA,3,cellular_component
GO:0004016,adenylate cyclase activity,5/2521,34/26361,0.221397547098585,0.9765348308666859,0.9504491345118772,gene=cyaB_3/gene=lapB/gene=cdaA/gene=cyaB/gene=cyaB_2,5,molecular_function
GO:0006171,cAMP biosynthetic process,5/2521,34/26361,0.221397547098585,0.9765348308666859,0.9504491345118772,gene=cyaB_3/gene=lapB/gene=cdaA/gene=cyaB/gene=cyaB_2,5,biological_process
GO:0008800,beta-lactamase activity,5/2521,34/26361,0.221397547098585,0.9765348308666859,0.9504491345118772,gene=bla_2/gene=bla_3/gene=bla_4/gene=ampC/gene=blaZ,5,molecular_function
GO:0005351,carbohydrate:proton symporter activity,6/2521,43/26361,0.22503467903629898,0.9765348308666859,0.9504491345118772,gene=setC/gene=fruA_9/gene=lacY_1/gene=lacY_2/gene=fruA_4/gene=mngA_3,6,molecular_function
GO:0032993,protein-DNA complex,24/2521,213/26361,0.227578414638974,0.9765348308666859,0.9504491345118772,gene=cymR_2/gene=ypdB_2/gene=cdhR_10/gene=mprA_1/gene=nimR/gene=yodB_3/gene=zur/gene=walR_3/gene=srrA_2/gene=rstA_1/gene=desR/gene=phoP/gene=cymR_1/gene=srrA/gene=afsQ1/gene=ypdB/gene=phoB_2/gene=hipA_1/gene=pgrR_10/gene=cynR_1/gene=yehT/gene=relE_1/gene=csgD/gene=crp,24,cellular_component
GO:0052621,diguanylate cyclase activity,10/2521,80/26361,0.23255757882953398,0.9765348308666859,0.9504491345118772,gene=yedQ_1/gene=yegE_1/gene=yeaI_1/gene=dosC_2/gene=ydaM/gene=ydeH/gene=ycdT_3/gene=cph2_2/gene=yfiN/gene=pleD,10,molecular_function
GO:0019380,3-phenylpropionate catabolic process,4/2521,26/26361,0.233615393508752,0.9765348308666859,0.9504491345118772,gene=hcaC/gene=mhpB_3/gene=mhpA/gene=catD_2,4,biological_process
GO:0055072,iron ion homeostasis,25/2521,224/26361,0.23644861512656598,0.9765348308666859,0.9504491345118772,gene=pupB/gene=yclQ_2/gene=pfeA/gene=fbpC2/gene=fecI_6/gene=fptA_2/gene=fiu_2/gene=iucA_2/gene=fhuD/gene=fbpA_2/gene=entA_2/gene=fhuA_2/gene=yclQ_1/gene=phnU/gene=phnU_3/gene=fhuE/gene=fhuA_1/gene=fiu/gene=yusV/gene=futA2/gene=modC/gene=hemR/gene=feoB_1/gene=fhuC_1/gene=fyuA,25,biological_process
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",8/2521,62/26361,0.238536158659555,0.9765348308666859,0.9504491345118772,gene=soxC_6/gene=mmgC_5/gene=lutA_1/gene=soxC_5/gene=soxC_7/gene=bbsG_3/gene=bbsG/gene=soxC,8,molecular_function
GO:0003984,acetolactate synthase activity,6/2521,44/26361,0.24119281931334197,0.9765348308666859,0.9504491345118772,gene=ilvB1/gene=ilvI/gene=ilvB_2/gene=alsS/gene=ilvH/gene=budB,6,molecular_function
GO:0004175,endopeptidase activity,6/2521,44/26361,0.24119281931334197,0.9765348308666859,0.9504491345118772,gene=ctpA/gene=mepS_3/gene=iap_5/gene=ampH/gene=mepM/gene=ctpB_1,6,molecular_function
GO:1904680,peptide transmembrane transporter activity,6/2521,44/26361,0.24119281931334197,0.9765348308666859,0.9504491345118772,gene=hbpA/gene=appA/gene=sgrR_1/gene=dppE_4/gene=dtpT_2/gene=nikA,6,molecular_function
GO:0009236,cobalamin biosynthetic process,13/2521,109/26361,0.24152497994964,0.9765348308666859,0.9504491345118772,gene=bluB/gene=cobS/gene=cbiL/gene=cbiA/gene=purC/gene=cobQ/gene=cobD_2/gene=cbiN/gene=cbiQ/gene=cobC/gene=cbiX/gene=cysG_1/gene=hisC_2,13,biological_process
GO:0003676,nucleic acid binding,21/2521,186/26361,0.24300646782583,0.9765348308666859,0.9504491345118772,gene=rsmC/gene=dam_2/gene=prmC_5/gene=recQ_1/gene=dnaE_3/gene=xseA/gene=helY_3/gene=lysX_1/gene=cspV_5/gene=dpnM_2/gene=exoX/gene=asnS/gene=aspS/gene=scoF/gene=rnhA/gene=nrnA_2/gene=lysS/gene=srmB/gene=nucH/gene=dam/gene=fpg2_2,21,molecular_function
GO:0006808,regulation of nitrogen utilization,3/2521,18/26361,0.244336496513578,0.9765348308666859,0.9504491345118772,gene=ntrC/gene=glnB_1/gene=glnD,3,biological_process
GO:0015386,potassium:proton antiporter activity,3/2521,18/26361,0.244336496513578,0.9765348308666859,0.9504491345118772,gene=nhaP2_2/gene=nhaP2_1/gene=mdfA_2,3,molecular_function
GO:0043419,urea catabolic process,3/2521,18/26361,0.244336496513578,0.9765348308666859,0.9504491345118772,gene=ureC_3/gene=ureA/gene=ureC_2,3,biological_process
GO:0046488,phosphatidylinositol metabolic process,3/2521,18/26361,0.244336496513578,0.9765348308666859,0.9504491345118772,gene=bshA_3/gene=epsF/gene=pimE_1,3,biological_process
GO:0003904,deoxyribodipyrimidine photo-lyase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=phrA/gene=phrA_2,2,molecular_function
GO:0004143,diacylglycerol kinase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=dgkA/gene=dagK_1,2,molecular_function
GO:0004333,fumarate hydratase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=fumC/gene=fumC_2,2,molecular_function
GO:0004751,ribose-5-phosphate isomerase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=rpiA_1/gene=rpiA,2,molecular_function
GO:0005788,endoplasmic reticulum lumen,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=atsA/gene=fkbP_1,2,cellular_component
GO:0006231,dTMP biosynthetic process,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=thyA/gene=thyA_2,2,biological_process
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=ffh_1/gene=ftsY,2,biological_process
GO:0008705,methionine synthase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=metH/gene=yitJ,2,molecular_function
GO:0008750,NAD(P)+ transhydrogenase (AB-specific) activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=pntA_1/gene=pntB_2,2,molecular_function
GO:0008783,agmatinase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=speB/gene=gbuA,2,molecular_function
GO:0008836,diaminopimelate decarboxylase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=lysA/gene=lysA_1,2,molecular_function
GO:0008983,protein-glutamate O-methyltransferase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=cheR_2/gene=cheR,2,molecular_function
GO:0009416,response to light stimulus,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=blc/gene=ubiH,2,biological_process
GO:0010045,response to nickel cation,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=rcnB_2/gene=kmtR_2,2,biological_process
GO:0015772,oligosaccharide transport,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=nanC_3/gene=nanC_2,2,biological_process
GO:0015826,threonine transport,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=sstT/gene=sstT_1,2,biological_process
GO:0016024,CDP-diacylglycerol biosynthetic process,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=plsC_1/gene=plsB,2,biological_process
GO:0016631,enoyl-[acyl-carrier-protein] reductase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=fabV/gene=fabV_1,2,molecular_function
GO:0016722,"oxidoreductase activity, acting on metal ions",2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=dps2_1/gene=mrgA,2,molecular_function
GO:0019698,D-galacturonate catabolic process,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=garD_2/gene=kdgK_1,2,biological_process
GO:0031669,cellular response to nutrient levels,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=cstA_2/gene=yhjX,2,biological_process
GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=atl_5/gene=atl_6,2,molecular_function
GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity",2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=hemL_1/gene=kat,2,molecular_function
GO:0045727,positive regulation of translation,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=lepA_2/protein=Antitoxin,2,biological_process
GO:0046081,dUTP catabolic process,2/2521,10/26361,0.247021921151357,0.9765348308666859,0.9504491345118772,gene=dut_1/gene=dut_2,2,biological_process
GO:0009099,valine biosynthetic process,8/2521,63/26361,0.25221070014871805,0.9765348308666859,0.9504491345118772,gene=ilvB1/gene=ilvE_1/gene=ilvI/gene=ilvC_1/gene=ilvE/gene=ilvB_2/gene=alsS/gene=ilvH,8,biological_process
GO:0000725,recombinational repair,4/2521,27/26361,0.255166911805114,0.9765348308666859,0.9504491345118772,gene=recC/gene=helD/gene=helD_2/gene=rep,4,biological_process
GO:0006011,UDP-glucose metabolic process,4/2521,27/26361,0.255166911805114,0.9765348308666859,0.9504491345118772,gene=acsAB/gene=gtaB/gene=bcsA/gene=cugP_1,4,biological_process
GO:0046177,D-gluconate catabolic process,4/2521,27/26361,0.255166911805114,0.9765348308666859,0.9504491345118772,gene=gntR_4/gene=gntR/gene=gntT/gene=idnT_2,4,biological_process
GO:0070069,cytochrome complex,4/2521,27/26361,0.255166911805114,0.9765348308666859,0.9504491345118772,gene=cydB_2/gene=appC/gene=cydA_2/gene=ythA,4,cellular_component
GO:0000105,histidine biosynthetic process,7/2521,54/26361,0.25542973194431196,0.9765348308666859,0.9504491345118772,gene=hisC_3/gene=hisC_1/gene=hisI/gene=hisB/gene=hisF_3/gene=folD/gene=hisC,7,biological_process
GO:0009231,riboflavin biosynthetic process,7/2521,54/26361,0.25542973194431196,0.9765348308666859,0.9504491345118772,gene=ribD/gene=ribD2/gene=ribH_2/gene=ribH/gene=ybjI/gene=ribF/gene=folA_1,7,biological_process
GO:0030254,protein secretion by the type III secretion system,6/2521,45/26361,0.257680384058433,0.9765348308666859,0.9504491345118772,gene=yscF/gene=cesT/gene=fliI/gene=yscN_1/gene=spiA/gene=yscN,6,biological_process
GO:0046654,tetrahydrofolate biosynthetic process,6/2521,45/26361,0.257680384058433,0.9765348308666859,0.9504491345118772,gene=folK/gene=folE_2/gene=folE/gene=pabB/gene=folC/gene=folE_1,6,biological_process
GO:0006464,cellular protein modification process,5/2521,36/26361,0.258162057666448,0.9765348308666859,0.9504491345118772,gene=ydaF_1/gene=msrA_1/gene=rimK/gene=ascD_2/gene=msrA,5,biological_process
GO:0038023,signaling receptor activity,11/2521,92/26361,0.262855831733221,0.9765348308666859,0.9504491345118772,gene=pupB/gene=pfeA/gene=fptA_2/gene=fiu_2/gene=fhuA_2/gene=fhuE/gene=fhuA_1/gene=fiu/gene=hemR/gene=fyuA/gene=fhuA_3,11,molecular_function
GO:0009073,aromatic amino acid family biosynthetic process,8/2521,64/26361,0.266124499315373,0.9765348308666859,0.9504491345118772,gene=aroB/gene=aroG_1/gene=aroH_1/gene=aroK/gene=aroC/gene=aroQ1/gene=aroE_2/gene=aroQ,8,biological_process
GO:0032259,methylation,23/2521,209/26361,0.269750673581782,0.9765348308666859,0.9504491345118772,gene=bioC_2/gene=cmaA1_1/gene=menG_2/gene=comC/gene=cbiL/gene=mmuM/gene=thyA/gene=melR_3/gene=thyA_2/gene=nasF/gene=ubiG_2/gene=wspC/gene=ubiE/gene=ogt/gene=metH/gene=ubiE_1/gene=menG/gene=pppA/gene=cysG_1/gene=mmcR/gene=tehB_1/gene=bioC/gene=yitJ,23,biological_process
GO:0051287,NAD binding,33/2521,308/26361,0.270937109026347,0.9765348308666859,0.9504491345118772,gene=hprA_1/gene=pntA_1/gene=icd/gene=ahpF/gene=pchA/protein=Renalase/gene=ghrA_2/gene=nuoC/gene=gutB/gene=fabG/gene=glxR/gene=rkpK/gene=mmsB/gene=bacC/gene=argC/gene=ghrA/gene=fabV/gene=fabV_1/gene=entA_2/gene=garR/gene=wbpA/gene=ywqF_1/gene=gap/gene=actIII/gene=gapA2/gene=cysG_1/gene=maeA/gene=hicd/gene=nuoD/gene=asd/gene=ghrB_1/gene=nuoF/gene=mhpF,33,molecular_function
GO:0004534,5'-3' exoribonuclease activity,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=yciV_1/gene=rnjA/gene=rnjB,3,molecular_function
GO:0008081,phosphoric diester hydrolase activity,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=glpQ_3/gene=glnD/gene=glpQ1,3,molecular_function
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=wspC/gene=trmL/gene=tehB_1,3,molecular_function
GO:0009166,nucleotide catabolic process,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=udp/gene=udp_1/gene=yfkN,3,biological_process
GO:0015128,gluconate transmembrane transporter activity,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=ygbN/gene=gntT/gene=idnT_2,3,molecular_function
GO:0016209,antioxidant activity,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=tlpA_1/gene=bcpB/gene=stoA,3,molecular_function
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=recQ_1/gene=nudK/gene=dinG,3,molecular_function
GO:0019354,siroheme biosynthetic process,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=sirB/gene=nasF/gene=cysG_1,3,biological_process
GO:0046392,galactarate catabolic process,3/2521,19/26361,0.27113734881977,0.9765348308666859,0.9504491345118772,gene=garD_2/gene=garR/gene=garL,3,biological_process
GO:0009295,nucleoid,6/2521,46/26361,0.27445622744497,0.9765348308666859,0.9504491345118772,gene=ssbA/gene=hns_2/gene=cbpA/gene=noc/gene=yejK/gene=spo0C_3,6,cellular_component
GO:0006465,signal peptide processing,5/2521,37/26361,0.27706114322274394,0.9765348308666859,0.9504491345118772,gene=comC/gene=lepB/gene=sipT/gene=pppA/gene=spsB_1,5,biological_process
GO:0004491,methylmalonate-semialdehyde dehydrogenase (acylating) activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=bauC/gene=bauC_2,2,molecular_function
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=prs_2/gene=deoB,2,biological_process
GO:0008805,carbon-monoxide oxygenase activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=coxS/gene=cutS,2,molecular_function
GO:0015095,magnesium ion transmembrane transporter activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=corA/gene=mgtE,2,molecular_function
GO:0015489,putrescine transmembrane transporter activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=plaP/gene=yhdG_3,2,molecular_function
GO:0016989,sigma factor antagonist activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=spoIIAB/gene=fliZ_1,2,molecular_function
GO:0017116,single-stranded DNA helicase activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=recD2_2/gene=recD2,2,molecular_function
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=bauC/gene=bauC_2,2,molecular_function
GO:0019546,arginine deiminase pathway,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=arcB/gene=arcC1,2,biological_process
GO:0031402,sodium ion binding,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=tcdA/gene=mltB_2,2,molecular_function
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,protein=Renalase/gene=gdhIV_3,2,molecular_function
GO:0051087,chaperone binding,2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=grpE/gene=grpE_3,2,molecular_function
GO:1902815,"N,N'-diacetylchitobiose import",2/2521,11/26361,0.28403875768062803,0.9765348308666859,0.9504491345118772,gene=chbA/gene=chbC,2,biological_process
GO:0016151,nickel cation binding,9/2521,75/26361,0.287678083703797,0.9765348308666859,0.9504491345118772,gene=ureF/gene=ureC_3/gene=ureA/gene=nikB/gene=apaH_1/gene=ureC_2/gene=sodN/gene=nikB_1/gene=nikE,9,molecular_function
GO:0009523,photosystem II,5/2521,38/26361,0.296225736508049,0.9765348308666859,0.9504491345118772,gene=psbE/gene=psbD1/gene=psbA3_1/gene=psbB/gene=psbA3_2,5,cellular_component
GO:0000902,cell morphogenesis,3/2521,20/26361,0.298227986007335,0.9765348308666859,0.9504491345118772,gene=glmU_1/gene=mreB_1/gene=glmU_2,3,biological_process
GO:0010242,oxygen evolving activity,3/2521,20/26361,0.298227986007335,0.9765348308666859,0.9504491345118772,gene=psbD1/gene=psbA3_1/gene=psbA3_2,3,molecular_function
GO:0015419,ABC-type sulfate transporter activity,3/2521,20/26361,0.298227986007335,0.9765348308666859,0.9504491345118772,gene=cysP/gene=sbpA/gene=cysA_3,3,molecular_function
GO:0030388,"fructose 1,6-bisphosphate metabolic process",3/2521,20/26361,0.298227986007335,0.9765348308666859,0.9504491345118772,gene=gatY_5/gene=glpX/gene=yggF,3,biological_process
GO:0006268,DNA unwinding involved in DNA replication,4/2521,29/26361,0.299306964796812,0.9765348308666859,0.9504491345118772,gene=uvrD1/gene=pcrA_2/gene=rep/gene=dnaB_1,4,biological_process
GO:0007155,cell adhesion,20/2521,184/26361,0.306989457984089,0.9765348308666859,0.9504491345118772,gene=clfB/gene=yraH/gene=fliD_1/gene=psaA_1/gene=inlJ_13/gene=fimA_2/gene=sdrC/gene=ata/gene=btaE/gene=sfaH_3/gene=ehaG/gene=fnbA_3/gene=mtsA/gene=bmaC_1/gene=eae/gene=htrE_2/gene=pls/gene=yfcR/gene=smfA_6/gene=sfaG_3,20,biological_process
GO:0035999,tetrahydrofolate interconversion,5/2521,39/26361,0.31559769700451,0.9765348308666859,0.9504491345118772,gene=glyA1/gene=metF/gene=glyA/gene=folD/gene=yitJ,5,biological_process
